-7261.0000,-841.0000,1611.0000,-13773.0000,-1362.0000,24841.0000,0.0000,0.0000,0.0000,1698491416204
-10171.0000,-1005.0000,1983.0000,-6467.0000,-3533.0000,32767.0000,0.0000,0.0000,0.0000,1698491416217
-10171.0000,-1005.0000,1983.0000,-6467.0000,-3533.0000,32767.0000,0.0000,0.0000,0.0000,1698491416224
-689.0000,13036.0000,-15817.0000,1754.0000,-3128.0000,11243.0000,0.0000,0.0000,0.0000,1698491416234
-689.0000,13036.0000,-15817.0000,1754.0000,-3128.0000,11243.0000,0.0000,0.0000,0.0000,1698491416244
1432.0000,-7041.0000,-2420.0000,2.0000,-3646.0000,12611.0000,0.0000,0.0000,0.0000,1698491416254
1432.0000,-7041.0000,-2420.0000,2.0000,-3646.0000,12611.0000,0.0000,0.0000,0.0000,1698491416264
-3220.0000,-1028.0000,547.0000,-382.0000,-216.0000,9894.0000,0.0000,0.0000,0.0000,1698491416274
-3220.0000,-1028.0000,547.0000,-382.0000,-216.0000,9894.0000,0.0000,0.0000,0.0000,1698491416284
-709.0000,-2586.0000,-826.0000,-1361.0000,-1464.0000,11338.0000,0.0000,0.0000,0.0000,1698491416294
-709.0000,-2586.0000,-826.0000,-1361.0000,-1464.0000,11338.0000,0.0000,0.0000,0.0000,1698491416304
737.0000,-2162.0000,-1821.0000,-1121.0000,-1331.0000,11741.0000,0.0000,0.0000,0.0000,1698491416314
737.0000,-2162.0000,-1821.0000,-1121.0000,-1331.0000,11741.0000,0.0000,0.0000,0.0000,1698491416324
1236.0000,-4223.0000,-3551.0000,-1539.0000,-3371.0000,11902.0000,0.0000,0.0000,0.0000,1698491416334
1236.0000,-4223.0000,-3551.0000,-1539.0000,-3371.0000,11902.0000,0.0000,0.0000,0.0000,1698491416344
-1408.0000,-991.0000,139.0000,-654.0000,-3707.0000,11288.0000,0.0000,0.0000,0.0000,1698491416354
-1408.0000,-991.0000,139.0000,-654.0000,-3707.0000,11288.0000,0.0000,0.0000,0.0000,1698491416364
-366.0000,-2051.0000,29.0000,-218.0000,-2869.0000,10913.0000,0.0000,0.0000,0.0000,1698491416374
-366.0000,-2051.0000,29.0000,-218.0000,-2869.0000,10913.0000,0.0000,0.0000,0.0000,1698491416384
4336.0000,-3365.0000,-838.0000,-1090.0000,-1787.0000,11685.0000,0.0000,0.0000,0.0000,1698491416394
4336.0000,-3365.0000,-838.0000,-1090.0000,-1787.0000,11685.0000,0.0000,0.0000,0.0000,1698491416404
-1145.0000,-13472.0000,4637.0000,-1920.0000,-1049.0000,-14620.0000,0.0000,0.0000,0.0000,1698491416414
-1145.0000,-13472.0000,4637.0000,-1920.0000,-1049.0000,-14620.0000,0.0000,0.0000,0.0000,1698491416424
-2279.0000,-9476.0000,-633.0000,12121.0000,-2540.0000,-32768.0000,0.0000,0.0000,0.0000,1698491416434
-2279.0000,-9476.0000,-633.0000,12121.0000,-2540.0000,-32768.0000,0.0000,0.0000,0.0000,1698491416444
6554.0000,11491.0000,6230.0000,7667.0000,146.0000,-32768.0000,0.0000,0.0000,0.0000,1698491416454
6554.0000,11491.0000,6230.0000,7667.0000,146.0000,-32768.0000,0.0000,0.0000,0.0000,1698491416464
8948.0000,12848.0000,-248.0000,2104.0000,-1688.0000,-30188.0000,0.0000,0.0000,0.0000,1698491416474
8948.0000,12848.0000,-248.0000,2104.0000,-1688.0000,-30188.0000,0.0000,0.0000,0.0000,1698491416484
2541.0000,2888.0000,-229.0000,4651.0000,-2062.0000,-996.0000,0.0000,0.0000,0.0000,1698491416494
2541.0000,2888.0000,-229.0000,4651.0000,-2062.0000,-996.0000,0.0000,0.0000,0.0000,1698491416504
-5290.0000,-1869.0000,-686.0000,4295.0000,-4025.0000,22975.0000,0.0000,0.0000,0.0000,1698491416514
-5290.0000,-1869.0000,-686.0000,4295.0000,-4025.0000,22975.0000,0.0000,0.0000,0.0000,1698491416524
-9995.0000,-1704.0000,-1605.0000,-466.0000,-3345.0000,32767.0000,0.0000,0.0000,0.0000,1698491416534
-9995.0000,-1704.0000,-1605.0000,-466.0000,-3345.0000,32767.0000,0.0000,0.0000,0.0000,1698491416544
149.0000,-1154.0000,2971.0000,356.0000,-29.0000,7856.0000,0.0000,0.0000,0.0000,1698491416554
149.0000,-1154.0000,2971.0000,356.0000,-29.0000,7856.0000,0.0000,0.0000,0.0000,1698491416564
-6239.0000,-2593.0000,-1664.0000,45.0000,-2030.0000,14603.0000,0.0000,0.0000,0.0000,1698491416574
-6239.0000,-2593.0000,-1664.0000,45.0000,-2030.0000,14603.0000,0.0000,0.0000,0.0000,1698491416584
-17.0000,-2298.0000,-986.0000,-1325.0000,1420.0000,10290.0000,0.0000,0.0000,0.0000,1698491416594
-17.0000,-2298.0000,-986.0000,-1325.0000,1420.0000,10290.0000,0.0000,0.0000,0.0000,1698491416604
-606.0000,-2378.0000,97.0000,-1595.0000,-722.0000,11944.0000,0.0000,0.0000,0.0000,1698491416614
-606.0000,-2378.0000,97.0000,-1595.0000,-722.0000,11944.0000,0.0000,0.0000,0.0000,1698491416624
-613.0000,-1760.0000,-965.0000,-1309.0000,-462.0000,12515.0000,0.0000,0.0000,0.0000,1698491416634
-613.0000,-1760.0000,-965.0000,-1309.0000,-462.0000,12515.0000,0.0000,0.0000,0.0000,1698491416644
150.0000,-3439.0000,-2563.0000,-1204.0000,-1616.0000,13022.0000,0.0000,0.0000,0.0000,1698491416654
150.0000,-3439.0000,-2563.0000,-1204.0000,-1616.0000,13022.0000,0.0000,0.0000,0.0000,1698491416664
-1756.0000,-1351.0000,1975.0000,-620.0000,-2287.0000,12355.0000,0.0000,0.0000,0.0000,1698491416674
-1756.0000,-1351.0000,1975.0000,-620.0000,-2287.0000,12355.0000,0.0000,0.0000,0.0000,1698491416684
-1245.0000,-2067.0000,1052.0000,-475.0000,-1732.0000,11963.0000,0.0000,0.0000,0.0000,1698491416694
-1245.0000,-2067.0000,1052.0000,-475.0000,-1732.0000,11963.0000,0.0000,0.0000,0.0000,1698491416704
4103.0000,-3652.0000,-1619.0000,-1419.0000,-1091.0000,12800.0000,0.0000,0.0000,0.0000,1698491416714
